supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context
Techtronic Industries,Milwaukee Tool Torreon,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Techtronic Industries,TTI Floor Care N.A.,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Techtronic Industries,TTI Dongguan Hub,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Techtronic Industries,TTI Vietnam (SHTP),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Techtronic Industries,DreBo Werkzeugfabrik,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Techtronic Industries,Ryobi Die Casting (USA),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Global Corporate HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Waxdale Facility,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",North America HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",SC Johnson Professional HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Stanley Plant (SCJP),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",SCJ Europlant,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",European Headquarters (Rolle),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Gorzów Manufacturing,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Rosslyn Factory,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Shanghai Johnson Ltd,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",SC Johnson Vietnam,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",LATAM Regional HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Pilar Manufacturing,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"S.C. Johnson & Son, Inc.",Toluca Plant,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",Global Headquarters,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",Lippman Campus (Stow),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",Cuyahoga Falls Plant,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",Wooster Facility,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",Maple Heights Plant,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",Ashland Dist. Center,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",Navarre Warehouse,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",GOJO Europe (UK HQ),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",GOJO France SARL,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",GOJO Australasia,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.","GOJO Japan, Inc.",Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",GOJO América Latina,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"GOJO Industries, Inc.",GOJO Canada Inc.,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,Global Headquarters,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,GreatStar Industrial USA,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,Arrow Fastener Co. HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,Shop-Vac / SK Tools USA,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,Prime-Line Products,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Coastal Flooding,High,High,Stable,Within 12 Months,Facility remains within the 1-in-100-year coastal flood zone. Projected sea-level rise over the next 7 years is insufficient to alter flood zone classification.
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Coastal Flooding,High,High,Stable,Within 12 Months,Facility remains within the 1-in-100-year coastal flood zone. Projected sea-level rise over the next 7 years is insufficient to alter flood zone classification.
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Coastal Flooding,Medium,High,Stable,Within 12 Months,Facility remains within the 1-in-1000-year coastal flood zone. Projected sea-level rise over the next 7 years is insufficient to alter flood zone classification.
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Global Headquarters,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,N. American Corporate HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Allegan Main Campus,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Allegan Water St Plant,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Eau Claire Facility,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,PBM Nutritionals (Vermont),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Perrigo Direct Hub,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Omaha Logistics Center,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Perrigo Israel (Yeruham),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Perrigo Mexico,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Wrafton Laboratories (UK),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Galpharm International,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,Rosemont Pharmaceuticals,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,HRA Pharma Global HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
Perrigo Company,HRA Pharma US,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Global Headquarters,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Celestial Seasonings,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Hain Personal Care Hub,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Hain Celestial Canada HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Mississauga Facility,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Hain Daniels (Fakenham),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Hain Daniels (Histon),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Fresh Innovation Centre,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Ella’s Kitchen HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Natumi GmbH,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Mona Naturprodukte (Joya),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Cully & Sully,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
The Hain Celestial Group,Yorkshire Provender,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Global HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU US Flagship Campus,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Shenzhen Hub,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Huizhou Smart Factory,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Guangzhou Plant,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU New Zealand HQ,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Tech Italy (Modena),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Tech India (Ahmedabad),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Tech India (Kolkata),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Bentonville Office,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Tech Italy (Milan),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
ZURU LLC.,ZURU Dongguan Tech Center,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
John Paul Mitchell Systems,Global Headquarters,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
John Paul Mitchell Systems,JPMS Creative Center,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
John Paul Mitchell Systems,Santa Clarita DC,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
John Paul Mitchell Systems,The Awapuhi Farm,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
John Paul Mitchell Systems,JPMS UK (Salon Success),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
John Paul Mitchell Systems,JPMS European Hub,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
John Paul Mitchell Systems,Pro-motive (Subsidiary),Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
John Paul Mitchell Systems,Distribution Center East,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"Natural Organics, Inc.",Global Headquarters,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"Natural Organics, Inc.",Melville Manufacturing,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"Natural Organics, Inc.","The ""Pharma-Lab""",Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"Natural Organics, Inc.",Melville Distribution,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"Natural Organics, Inc.",Amityville Facility,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"Natural Organics, Inc.",Nature’s Plus UK,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
"Natural Organics, Inc.",Euro-Nutrition Hub,Coastal Flooding,Negligible,High,Stable,Within 12 Months,Facility falls outside all modelled coastal flood zones. Projected sea-level rise over the next 7 years is insufficient to introduce coastal flood risk at this location.
