supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context
Garmin International,Garmin Birtley (UK),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Garmin International,Garmin Australasia,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,TTI Innovation Center,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Milwaukee Tool Global HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Milwaukee Tool Jackson Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Milwaukee Tool Grenada Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Milwaukee Tool Greenwood Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Milwaukee Tool Olive Branch DC,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Milwaukee Tool Clinton Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Milwaukee Tool West Bend,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Empire Level (Subsidiary),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Milwaukee Tool Torreon,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,TTI Floor Care N.A.,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,TTI Dongguan Hub,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,TTI Vietnam (SHTP),Coastal Flooding,Negligible,Medium,Deteriorating,Within 5 Years,"RCP4.5 2050 projections indicate potential entry into a Critical coastal flood zone by mid-century, suggesting emerging coastal inundation risk."
Techtronic Industries,DreBo Werkzeugfabrik,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Techtronic Industries,Ryobi Die Casting (USA),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Global Corporate HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Waxdale Facility,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",North America HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",SC Johnson Professional HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Stanley Plant (SCJP),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",SCJ Europlant,Coastal Flooding,Negligible,Medium,Deteriorating,Within 5 Years,"RCP4.5 2050 projections indicate potential entry into a Low coastal flood zone by mid-century, suggesting emerging coastal inundation risk."
"S.C. Johnson & Son, Inc.",European Headquarters (Rolle),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Gorzów Manufacturing,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Rosslyn Factory,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Shanghai Johnson Ltd,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",SC Johnson Vietnam,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",LATAM Regional HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Pilar Manufacturing,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"S.C. Johnson & Son, Inc.",Toluca Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",Global Headquarters,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",Lippman Campus (Stow),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",Cuyahoga Falls Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",Wooster Facility,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",Maple Heights Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",Ashland Dist. Center,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",Navarre Warehouse,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",GOJO Europe (UK HQ),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",GOJO France SARL,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",GOJO Australasia,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.","GOJO Japan, Inc.",Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",GOJO América Latina,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
"GOJO Industries, Inc.",GOJO Canada Inc.,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,Global Headquarters,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,GreatStar Industrial USA,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,Arrow Fastener Co. HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,Shop-Vac / SK Tools USA,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,Prime-Line Products,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Coastal Flooding,High,Medium,Deteriorating,Within 5 Years,"Facility within the 1-in-100-year coastal flood zone. RCP4.5 2050 projections indicate potential escalation to Very High flood risk by mid-century, driven by sea-level rise and storm surge intensification."
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Coastal Flooding,High,Medium,Stable,Within 5 Years,Facility within the 1-in-100-year coastal flood zone. RCP4.5 2050 projections do not indicate a deterioration in flood zone classification over this horizon.
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Coastal Flooding,Medium,Medium,Deteriorating,Within 5 Years,"Facility within the 1-in-1000-year coastal flood zone. RCP4.5 2050 projections indicate potential escalation to High flood risk by mid-century, driven by sea-level rise and storm surge intensification."
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Global Headquarters,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,N. American Corporate HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Allegan Main Campus,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Allegan Water St Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Eau Claire Facility,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,PBM Nutritionals (Vermont),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Perrigo Direct Hub,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Omaha Logistics Center,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Perrigo Israel (Yeruham),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Perrigo Mexico,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Wrafton Laboratories (UK),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Galpharm International,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,Rosemont Pharmaceuticals,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,HRA Pharma Global HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
Perrigo Company,HRA Pharma US,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Global Headquarters,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Celestial Seasonings,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Hain Personal Care Hub,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Hain Celestial Canada HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Mississauga Facility,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Hain Daniels (Fakenham),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Hain Daniels (Histon),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Fresh Innovation Centre,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Ella’s Kitchen HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Natumi GmbH,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Mona Naturprodukte (Joya),Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Cully & Sully,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
The Hain Celestial Group,Yorkshire Provender,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Global HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU US Flagship Campus,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Shenzhen Hub,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Huizhou Smart Factory,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU Guangzhou Plant,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
ZURU LLC.,ZURU New Zealand HQ,Coastal Flooding,Negligible,Medium,Stable,Within 5 Years,RCP4.5 2050 projections do not indicate entry into modelled coastal flood zones for this location within the 5-year horizon. Long-run sea-level rise under SSP5-8.5 may introduce tail risk beyond 2030.
