supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,facility_worker_category,automation_displacement_risk,ilo_sdg_8_8_2_score,working_poverty_rate_pct,work_injury_coverage_rate,minimum_wage_ppp_usd_monthly,country_signal,sector_signal,context,monitoring_signals
Techtronic Industries,Ryobi Die Casting (USA),Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Precision Manufacturing,Medium,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Significant automation deployment in precision manufacturing expected (cobots, CNC automation, AI-assisted quality control). Companies under cost-squeeze (consumer resistance to price pass-through) will use automation to reduce headcount rather than improve worker conditions. In countries without institutional voice, this translates to: surviving workers on increased monitoring/performance pressure; contractors replacing permanent roles; reduced benefit provisions. In EU countries, automation is managed through co-determination with maintained or improved conditions for remaining workers. This represents one of the starkest country-divergence risk factors in the 5-year view.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Significant automation deployment in precision manufacturing expected (cobots, CNC automation, AI-assisted quality control). Companies under cost-squeeze (consumer resistance to price pass-through) will use automation to reduce headcount rather than improve worker conditions. In countries without institutional voice, this translates to: surviving workers on increased monitoring/performance pressure; contractors replacing permanent roles; reduced benefit provisions. In EU countries, automation is managed through co-determination with maintained or improved conditions for remaining workers. This represents one of the starkest country-divergence risk factors in the 5-year view.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Global Corporate HQ,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Professional / Office,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Global Corporate HQ,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Professional / Office,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Waxdale Facility,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Waxdale Facility,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",Ziploc Bay City Plant,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",North America HQ,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Professional / Office,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",North America HQ,Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Professional / Office,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.","Method ""Soapbox""",Worker Rights - Remuneration,Low,Low,Stable,Within 5 Years,Skilled Process Manufacturing,Medium,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year: Consumer-brand cost-squeeze intensification is the primary sector risk driver. As retailer power increases and private-label competition grows, branded manufacturers (SC Johnson, GOJO, Hain Celestial, JPMS) face sustained margin pressure. The supply chain response that least affects consumer price is squeezing labour costs. In countries with strong institutional frameworks (EU, Australia, UK), this pressure is mediated through collective agreements and minimum wage floors. In high-risk countries (China, Vietnam, Argentina, South Africa), it translates to overtime compliance erosion, benefit reduction, and increased contractor/temp worker substitution — all rights issues even if nominal wages hold.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"S.C. Johnson & Son, Inc.",SC Johnson Professional HQ,Worker Rights - Labour Rights,High,Low,Highly Variable,Within 5 Years,Professional / Office,Low,3.83,87.2,0.0,1257.0,"Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust.","5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.","COUNTRY SIGNAL: Over 5 years, US labour rights trajectory is highly variable. Two divergent scenarios: (1) Continued Republican legislative dominance — PRO Act remains stalled, NLRB rule-making reversed, RTW provisions expanded; SDG 8.8.2 score may worsen. (2) Political shift enabling PRO Act-equivalent legislation — would materially improve right to association sub-scores; score could improve to Medium risk. Neither scenario produces a cluster migration within 5 years; the relevant question is whether the High rating is maintained or worsens. Remuneration risk stays Low: minimum wage indexed in most states; social protection for work-related injury (87.2% coverage) is structurally robust. SECTOR SIGNAL: 5-year AI automation risk for office roles is real but concentrated in routine cognitive tasks (data entry, report generation, basic analysis). Senior, strategic and creative professional roles retain strong market leverage. Countries with works councils (Germany, Netherlands, Austria) will manage AI deployment through co-determination — workers in these jurisdictions have institutional recourse. Workers in countries without institutional voice (China, Vietnam, India) face AI-driven surveillance and algorithmic management with no rights-based pushback mechanism.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
